row_id,zone,acreage,cluster_zone,residential,full_address,geocode_score,geocode_precision,latitude,longitude
1297,RB,1.88,,Y,"427 Cherry Hill Road,Princeton,NJ",0.965,range,40.374649,-74.674715
1299,R2,1.16,,Y,"321 Cherry Hill Road,Princeton,NJ",2,Parcel,40.37156544,-74.67006942
1301,R2,0.69,,Y,"227 Cherry Hill Road,Princeton,NJ",2,Parcel,40.368728,-74.67015188
1302,R2,1.98,,Y,"309 Cherry Hill Road,Princeton,NJ",2,Parcel,40.37076547,-74.67009489
1303,RA,4,,Y,"265 Cherry Hill Road,Princeton,NJ",2,Parcel,40.37000744,-74.66960279
1304,RA,5.69,,Y,"257 Cherry Hill Road,Princeton,NJ",0.965,range,40.364409,-74.667605
1305,RA,0.71,,Y,"249 Cherry Hill Road,Princeton,NJ",0.965,range,40.364325,-74.667557
1307,R2,0.32,,Y,"235 Cherry Hill Road,Princeton,NJ",0.965,range,40.364177,-74.667475
1308,RA,2,,Y,"666 Cherry Hill Road,Princeton,NJ",2,Parcel,40.38107535,-74.67797358
1309,RA,19.75,,Y,"702 Cherry Hill Road,Princeton,NJ",2,Parcel,40.38225136,-74.68029376
1311,R2,4,,Y,"22 Cherry Hill Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36266273,-74.66507739
1313,R2,1.78,,Y,"72 Cherry Hill Road,Princeton,NJ",0.965,range,40.362736,-74.664952
1314,R1,5.54,,Y,"214 Cherry Hill Road,Princeton,NJ",0.965,range,40.362814,-74.665268
1316,R2,2.5,,Y,"22 Cherry Hill Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36266273,-74.66507739
1319,R1,81.96,,Y,"166 Cherry Hill Road,Princeton,NJ",0.965,range,40.362788,-74.665161
1321,R1,4.81,,Y,"218 Cherry Hill Road,Princeton,NJ",0.965,range,40.362816,-74.665277
1322,R2,2.12,,Y,"102 Cherry Hill Road,Princeton,NJ",2,Parcel,40.36404914,-74.66866559
1323,RA,2.45,,Y,"679 Cherry Hill Road,Princeton,NJ",0.965,range,40.382657,-74.678284
1325,RA,1.7,,Y,"709 Cherry Hill Road,Princeton,NJ",0.965,range,40.383595,-74.679298
1326,B2,0.92,,N,"01 Cherry Hill Road,Princeton,NJ",2,Parcel,40.36319557,-74.66442213
1327,RA,15.61,,Y,"900 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.37607357,-74.71971935
1330,RA,4.56,,Y,"680 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.37722604,-74.71502907
1331,RA,4.01,,Y,"908 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.37514296,-74.7219099
1332,RA,5.65,,Y,"660 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.37852403,-74.70962575
1333,R1,1.78,,Y,"628 Cherry Valley Road,Princeton,NJ",2,Parcel,40.37909492,-74.7068048
1334,RA,19.96,,Y,"908 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.37514296,-74.7219099
1335,R1,0.27,,Y,"604 Cherry Valley Road,Princeton,NJ",2,Parcel,40.37906434,-74.70567791
1336,R1,1.38,,Y,"418 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.38086531,-74.69684117
1337,R1,1.38,,Y,"170 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38021138,-74.69957844
1338,R1,1.38,,Y,"434 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38025625,-74.69889622
1339,R1,1.38,,Y,"536 Cherry Valley Road,Princeton,NJ",0.843,range,40.380077,-74.703022
1340,R1,1.38,,Y,"466 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38017749,-74.70026343
1341,R1,1.38,,Y,"518 Cherry Valley Road,Princeton,NJ",0.843,range,40.380917,-74.696794
1342,R1,1.38,,Y,"484 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38008483,-74.70093509
1343,R1,1.38,,Y,"502 Cherry Valley Road,Princeton,NJ",2,Parcel,40.37990873,-74.70158098
1344,RA,4.48,,Y,"388 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38069464,-74.6948795
1347,RA,5.62,,Y,"348 Cherry Valley Road,Princeton,NJ",0.965,range,40.382562,-74.688037
1348,RA,10.93,,Y,"316 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38198546,-74.68628195
1350,RA,2.07,,Y,"224 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38334449,-74.67579197
1351,RA,7.75,,Y,"188 Cherry Valley Road,Princeton,NJ",0.965,range,40.38486,-74.672541
1352,RA,2.91,,Y,"200 Cherry Valley Road,Princeton,NJ",2,Parcel,40.383928,-74.67268892
1353,RA,2.63,,Y,"222 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38343406,-74.67510193
1354,RA,2.93,,Y,"212 Cherry Valley Road,Princeton,NJ",0.843,range,40.384188,-74.674796
1355,RA,2.91,,Y,"206 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38371676,-74.67343893
1359,RA,0.85,,Y,"110 Cherry Valley Road,Princeton,NJ",3,StreetSegmentInterpolation,40.38912889,-74.65958493
1365,S2,0.26,,N,"42 Cherry Valley Road,Princeton,NJ",2,Parcel,40.38895763,-74.65850221
1366,R-4,0.12,,Y,"32 Chestnut Street,Princeton,NJ",1,range,40.353417,-74.652635
1368,R-4,0.12,,Y,"24 Chestnut Street,Princeton,NJ",1,range,40.353022,-74.652527
1369,R-4,0.12,,Y,"26 Chestnut Street,Princeton,NJ",1,range,40.353121,-74.652554
1370,R-4,0.12,,Y,"30 Chestnut Street,Princeton,NJ",1,range,40.353319,-74.652608
1372,R-4,0.12,,Y,"40 Chestnut Street,Princeton,NJ",1,range,40.353813,-74.652744
1373,R-4,0.12,,Y,"38 Chestnut Street,Princeton,NJ",1,range,40.353714,-74.652717
1375,R-4,0.12,,Y,"22 Chestnut Street,Princeton,NJ",1,range,40.352923,-74.652499
1376,NB,0.04,,N,"6 Chestnut Street,Princeton,NJ",1,range,40.352133,-74.652282
1377,NB,0.02,,N,"8 Chestnut Street,Princeton,NJ",2,Parcel,40.3523783,-74.65255916
1378,R-4,0.07,,Y,"10 Chestnut Street,Princeton,NJ",2,Parcel,40.3524253,-74.65268938
1379,R-4,0.12,,Y,"12 Chestnut Street,Princeton,NJ",1,range,40.352429,-74.652364
1380,R-4,0.06,,Y,"44 Chestnut Street,Princeton,NJ",2,Parcel,40.35400251,-74.65317285
1382,R-4,0.12,,Y,"28 Chestnut Street,Princeton,NJ",1,range,40.35322,-74.652581
1384,R-4,0.11,,Y,"48 Chestnut Street,Princeton,NJ",2,Parcel,40.3540987,-74.65334016
1385,R-4,0.12,,Y,"34 Chestnut Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35347873,-74.65287981
1386,R-4,0.12,,Y,"38 Chestnut Street,Princeton,NJ",2,Parcel,40.35379414,-74.65308902
1389,R-4,0.05,,Y,"11 Chestnut Street,Princeton,NJ",2,Parcel,40.35266258,-74.6522544
1390,R-4,0.11,,Y,"11 Chestnut Street,Princeton,NJ",2,Parcel,40.35266258,-74.6522544
1391,R-4,0.33,,Y,"39 Chestnut Street,Princeton,NJ",2,Parcel,40.35388223,-74.65274692
1392,R-4,0.16,,Y,"25 Chestnut Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35315254,-74.65257078
1393,R-4,0.16,,Y,"17 Chestnut Street,Princeton,NJ",2,Parcel,40.35289582,-74.6521747
1394,R-4,0.16,,Y,"15 Chestnut Street,Princeton,NJ",2,Parcel,40.3527873,-74.65214006
1396,R-4,0.16,,Y,"23 1/2 Chestnut Street,Princeton,NJ",2,Parcel,40.35313962,-74.65247158
1397,R-4,0.16,,Y,"23 Chestnut Street,Princeton,NJ",2,Parcel,40.35313962,-74.65247158
1398,R-4,0.16,,Y,"45 Chestnut Street,Princeton,NJ",1,range,40.354109,-74.652825
1399,R-4,0.16,,Y,"31 Chestnut Street,Princeton,NJ",1,range,40.353417,-74.652635
1403,R-4,0.16,,Y,"19 Chestnut Street,Princeton,NJ",1,range,40.352824,-74.652472
1405,R-4,0.16,,Y,"33 Chestnut Street,Princeton,NJ",2,Parcel,40.35363905,-74.65243927
1406,R-4,0.16,,Y,"35 Chestnut Street,Princeton,NJ",1,range,40.353615,-74.65269
1407,R-4,0.16,,Y,"37 Chestnut Street,Princeton,NJ",1,range,40.353714,-74.652717
1409,R-4,0.33,,Y,"41 Chestnut Street,Princeton,NJ",1,range,40.353912,-74.652771
1411,R-4,0.07,,Y,"51 Chestnut Street,Princeton,NJ",1,range,40.354307,-74.653083
1413,CLU,0.58,Ettl Farm,N,"497 Christopher Drive,Princeton,NJ",2,Parcel,40.34973124,-74.70484437
1415,CLU,0.5,Ettl Farm,N,"465 Christopher Drive,Princeton,NJ",0.965,range,40.351551,-74.704547
1417,CLU,0.6,Ettl Farm,N,"237 Christopher Drive,Princeton,NJ",0.965,range,40.349039,-74.700258
1418,CLU,0.68,Ettl Farm,N,"433 Christopher Drive,Princeton,NJ",0.965,range,40.351625,-74.704439
1419,CLU,0.52,Ettl Farm,N,"481 Christopher Drive,Princeton,NJ",0.965,range,40.351487,-74.704665
1420,CLU,0.61,Ettl Farm,N,"381 Christopher Drive,Princeton,NJ",0.965,range,40.35183,-74.704043
1421,CLU,0.5,Ettl Farm,N,"365 Christopher Drive,Princeton,NJ",0.965,range,40.351872,-74.703913
1423,CLU,0.49,Ettl Farm,N,"301 Christopher Drive,Princeton,NJ",0.965,range,40.351121,-74.702219
1425,CLU,0.56,Ettl Farm,N,"317 Christopher Drive,Princeton,NJ",2,Parcel,40.35050207,-74.70236546
1426,CLU,0.5,Ettl Farm,N,"269 Christopher Drive,Princeton,NJ",0.965,range,40.349889,-74.701558
1427,CLU,0.52,Ettl Farm,N,"189 Christopher Drive,Princeton,NJ",2,Parcel,40.34811717,-74.70015719
1428,CLU,0.5,Ettl Farm,N,"61 Christopher Drive,Princeton,NJ",0.965,range,40.346049,-74.698717
1430,CLU,0.47,Ettl Farm,N,"93 Christopher Drive,Princeton,NJ",0.965,range,40.346325,-74.6982
1431,CLU,0.55,Ettl Farm,N,"173 Christopher Drive,Princeton,NJ",0.965,range,40.347411,-74.698219
1433,CLU,0.62,Ettl Farm,N,"141 Christopher Drive,Princeton,NJ",0.965,range,40.346993,-74.697969
1434,CLU,0.57,Ettl Farm,N,"221 Christopher Drive,Princeton,NJ",2,Parcel,40.34881272,-74.7006806
1438,CLU,0.48,Ettl Farm,N,"77 Christopher Drive,Princeton,NJ",2,Parcel,40.34644849,-74.69914748
1439,CLU,0.86,Ettl Farm,N,"276 Christopher Drive,Princeton,NJ",0.965,range,40.350187,-74.701765
1441,CLU,0.8,Ettl Farm,N,"254 Christopher Drive,Princeton,NJ",0.965,range,40.349451,-74.701076
1442,CLU,0.63,Ettl Farm,N,"42 Christopher Drive,Princeton,NJ",0.965,range,40.34588,-74.699015
1445,CLU,0.56,Ettl Farm,N,"74 Christopher Drive,Princeton,NJ",0.965,range,40.346163,-74.698529
1446,CLU,0.74,Ettl Farm,N,"106 Christopher Drive,Princeton,NJ",2,Parcel,40.34719543,-74.69756253
1449,CLU,0.63,Ettl Farm,N,"222 Christopher Drive,Princeton,NJ",0.965,range,40.348549,-74.699885
1450,CLU,0.78,Ettl Farm,N,"154 Christopher Drive,Princeton,NJ",0.965,range,40.34719,-74.698044
1451,CLU,0.7,Ettl Farm,N,"170 Christopher Drive,Princeton,NJ",0.965,range,40.347388,-74.6982
1453,CLU,1.01,Ettl Farm,N,"302 Christopher Drive,Princeton,NJ",2,Parcel,40.35105671,-74.70140974
1454,CLU,0.51,Ettl Farm,N,"206 Christopher Drive,Princeton,NJ",0.965,range,40.347973,-74.699486
1456,CLU,0.57,Ettl Farm,N,"508 Christopher Drive,Princeton,NJ",0.965,range,40.351403,-74.704902
1460,CLU,0.54,Ettl Farm,N,"492 Christopher Drive,Princeton,NJ",0.965,range,40.351446,-74.704767
1461,CLU,0.64,Ettl Farm,N,"476 Christopher Drive,Princeton,NJ",0.965,range,40.351502,-74.704641
1462,CLU,0.8,Ettl Farm,N,"460 Christopher Drive,Princeton,NJ",0.965,range,40.351569,-74.704525
1463,CLU,0.68,Ettl Farm,N,"444 Christopher Drive,Princeton,NJ",0.965,range,40.351605,-74.704463
1464,CLU,0.62,Ettl Farm,N,"360 Christopher Drive,Princeton,NJ",0.965,range,40.351881,-74.703888
1465,CLU,0.54,Ettl Farm,N,"344 Christopher Drive,Princeton,NJ",0.965,range,40.351919,-74.703696
1469,CLU,0.58,Russell Estates,N,"55 Clarke Court,Princeton,NJ",2,Parcel,40.34196909,-74.68111253
1471,CLU,0.58,Russell Estates,N,"52 Clarke Court,Princeton,NJ",0.965,range,40.342095,-74.680208
1472,CLU,0.57,Russell Estates,N,"53 Clarke Court,Princeton,NJ",0.965,range,40.342092,-74.680213
1473,CLU,0.56,Russell Estates,N,"54 Clarke Court,Princeton,NJ",2,Parcel,40.34228347,-74.68082785
1474,CLU,0.58,Russell Estates,N,"51 Clarke Court,Princeton,NJ",2,Parcel,40.34179421,-74.68013681
1475,R-4,0,,Y,"90 Clay Street,Princeton,NJ",1,range,40.355508,-74.664341
1476,R-4,0,,Y,"92 Clay Street,Princeton,NJ",1,range,40.355496,-74.664375
1477,R-4,0,,Y,"94 Clay Street,Princeton,NJ",2,Parcel,40.35545898,-74.66418044
1480,R-4,1.04,,Y,"16 Clay Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35556592,-74.662681
1481,R-4,0.16,,Y,"50 Clay Street,Princeton,NJ",2,Parcel,40.35585149,-74.66354459
1482,R-4,1.29,,Y,"50 Clay Street,Princeton,NJ",2,Parcel,40.35585149,-74.66354459
1484,R7,0.24,,Y,"72 Clearview Avenue,Princeton,NJ",2,Parcel,40.36246607,-74.64801778
1485,R7,0.24,,Y,"84 Clearview Avenue,Princeton,NJ",2,Parcel,40.36266654,-74.64758908
1486,R7,0.24,,Y,"68 Clearview Avenue,Princeton,NJ",2,Parcel,40.36236588,-74.64823209
1487,R7,0.24,,Y,"90 Clearview Avenue,Princeton,NJ",0.965,range,40.362494,-74.647511
1488,R7,0.26,,Y,"56 Clearview Avenue,Princeton,NJ",2,Parcel,40.36215708,-74.64866412
1489,R7,0.26,,Y,"52 Clearview Avenue,Princeton,NJ",0.965,range,40.361269,-74.649375
1490,R7,0.25,,Y,"46 Clearview Avenue,Princeton,NJ",2,Parcel,40.36189165,-74.64907162
1491,R7,0.23,,Y,"34 Clearview Avenue,Princeton,NJ",0.965,range,40.361044,-74.649993
1493,R7,0.24,,Y,"28 Clearview Avenue,Princeton,NJ",2,Parcel,40.36147974,-74.64959279
1495,R7,0.24,,Y,"14 Clearview Avenue,Princeton,NJ",0.965,range,40.360894,-74.650382
1496,R7,0.24,,Y,"08 Clearview Avenue,Princeton,NJ",2,Parcel,40.36119439,-74.65024898
1497,R7,0.23,,Y,"40 Clearview Avenue,Princeton,NJ",2,Parcel,40.36174747,-74.64924569
1498,R7,0.24,,Y,"85 Clearview Avenue,Princeton,NJ",0.965,range,40.362425,-74.647625
1500,R7,0.36,,Y,"29 Clearview Avenue,Princeton,NJ",2,Parcel,40.361104,-74.64908532
1501,R7,0.31,,Y,"37 Clearview Avenue,Princeton,NJ",0.965,range,40.361251,-74.649416
1502,R7,0.24,,Y,"67 Clearview Avenue,Princeton,NJ",2,Parcel,40.36189833,-74.64785469
1503,R7,0.26,,Y,"43 Clearview Avenue,Princeton,NJ",0.965,range,40.361419,-74.649223
1504,R7,0.26,,Y,"55 Clearview Avenue,Princeton,NJ",2,Parcel,40.36167063,-74.64827739
1505,R7,0.26,,Y,"61 Clearview Avenue,Princeton,NJ",0.965,range,40.361914,-74.648534
1506,R7,0.24,,Y,"71 Clearview Avenue,Princeton,NJ",2,Parcel,40.3619985,-74.6476403
1507,R7,0.24,,Y,"77 Clearview Avenue,Princeton,NJ",0.965,range,40.362259,-74.647899
1511,R-1,0.34,,Y,"77 Cleveland Lane,Princeton,NJ",0.965,range,40.350918,-74.673795
1513,R-1,1.05,,Y,"75 Cleveland Lane,Princeton,NJ",2,Parcel,40.35072744,-74.67453883
1514,R-1,0.6,,Y,"113 Cleveland Lane,Princeton,NJ",0.965,range,40.350166,-74.674523
1515,R-1,1.73,,Y,"58 Cleveland Lane,Princeton,NJ",0.965,range,40.351672,-74.672067
1518,R-1,0.47,,Y,"61 Cleveland Lane,Princeton,NJ",0.965,range,40.351512,-74.672802
1519,R-1,0.39,,Y,"71 Cleveland Lane,Princeton,NJ",2,Parcel,40.35143715,-74.67373574
1520,R-1,0.44,,Y,"65 Cleveland Lane,Princeton,NJ",2,Parcel,40.35160234,-74.67345754
1521,R-1,1.19,,Y,"70 Cleveland Lane,Princeton,NJ",2,Parcel,40.35045463,-74.67360328
1522,R-1,0.5,,Y,"76 Cleveland Lane,Princeton,NJ",2,Parcel,40.35011564,-74.67389365
1523,R-1,0.51,,Y,"42 Cleveland Lane,Princeton,NJ",0.965,range,40.37685,-74.596231
1524,R-1,0.87,,Y,"34 Cleveland Lane,Princeton,NJ",2,Parcel,40.35141926,-74.67028223
1525,R-1,0.26,,Y,"48 Cleveland Lane,Princeton,NJ",0.965,range,40.351691,-74.67114
1526,R-1,0.45,,Y,"51 Cleveland Lane,Princeton,NJ",0.965,range,40.351672,-74.672067
1528,R-1,0.47,,Y,"33 Cleveland Lane,Princeton,NJ",0.965,range,40.35178,-74.66997
1529,R-1,0.47,,Y,"37 Cleveland Lane,Princeton,NJ",0.965,range,40.35172,-74.670427
1530,R-1,0.46,,Y,"43 Cleveland Lane,Princeton,NJ",2,Parcel,40.3520344,-74.67109289
1531,R-1,0.34,,Y,"12 Cleveland Lane,Princeton,NJ",2,Parcel,40.35185048,-74.6685682
1532,R-1,0.58,,Y,"6 Cleveland Lane,Princeton,NJ",2,Parcel,40.3519555,-74.66784575
1533,R-1,0.4,,Y,"2 Cleveland Lane,Princeton,NJ",0.965,range,40.380767,-74.593398
1534,R-1,0.3,,Y,"20 Cleveland Lane,Princeton,NJ",0.965,range,40.352062,-74.668531
1535,R-1,0.49,,Y,"10 Cleveland Lane,Princeton,NJ",0.965,range,40.378864,-74.594068
1536,R-1,0.3,,Y,"18 Cleveland Lane,Princeton,NJ",2,Parcel,40.35179286,-74.6689105
1537,R-1,0.55,,Y,"29 Cleveland Lane,Princeton,NJ",0.965,range,40.351816,-74.669775
1539,R01,0.34,,Y,"11 Cleveland Lane,Princeton,NJ",0.965,range,40.380647,-74.593412
1541,R-1,0.11,,Y,"5 Cleveland Lane,Princeton,NJ",0.965,range,40.380719,-74.593403
1542,R-1,0.38,,Y,"1 Cleveland Lane,Princeton,NJ",0.965,range,40.380767,-74.593398
1543,R-1,0.55,,Y,"7 Cleveland Lane,Princeton,NJ",0.965,range,40.380695,-74.593406
1544,R-1,1.2,,Y,"80 Cleveland Lane,Princeton,NJ",0.965,range,40.350772,-74.673946
1545,R-1,1.45,,Y,"150 Cleveland Lane,Princeton,NJ",0.965,range,40.376507,-74.596814
1546,R-1,0.62,,Y,"158 Cleveland Lane,Princeton,NJ",0.965,range,40.376475,-74.596841
1547,R-1,1.44,,Y,"90 Cleveland Lane,Princeton,NJ",2,Parcel,40.34922984,-74.67444085
1549,R5,0.57,,Y,"194 Clover Lane,Princeton,NJ",0.965,range,40.364984,-74.640489
1551,R5,0.57,,Y,"214 Clover Lane,Princeton,NJ",0.965,range,40.365487,-74.640276
1552,R5,0.75,,Y,"152 Clover Lane,Princeton,NJ",0.965,range,40.363929,-74.640936
1553,R5,0.57,,Y,"174 Clover Lane,Princeton,NJ",2,Parcel,40.36502209,-74.64083923
1554,R5,0.57,,Y,"164 Clover Lane,Princeton,NJ",2,Parcel,40.36470635,-74.64101477
1555,R5,0.62,,Y,"234 Clover Lane,Princeton,NJ",0.965,range,40.36599,-74.640063
1556,R5,0.57,,Y,"224 Clover Lane,Princeton,NJ",0.965,range,40.365738,-74.640169
1557,R5,0.57,,Y,"184 Clover Lane,Princeton,NJ",2,Parcel,40.36533792,-74.64066363
1558,R5,0.73,,Y,"235 Clover Lane,Princeton,NJ",2,Parcel,40.36673104,-74.63891834
1559,R5,0.63,,Y,"225 Clover Lane,Princeton,NJ",0.965,range,40.365686,-74.640191
1560,R5,0.57,,Y,"215 Clover Lane,Princeton,NJ",0.965,range,40.365428,-74.640301
1561,R5,0.57,,Y,"205 Clover Lane,Princeton,NJ",0.965,range,40.365169,-74.64041
1562,R5,0.75,,Y,"151 Clover Lane,Princeton,NJ",0.965,range,40.363824,-74.641157
1563,R5,0.57,,Y,"165 Clover Lane,Princeton,NJ",2,Parcel,40.36443832,-74.64018875
1564,R5,0.57,,Y,"175 Clover Lane,Princeton,NJ",0.965,range,40.364394,-74.640739
1565,R5,0.57,,Y,"195 Clover Lane,Princeton,NJ",0.965,range,40.364911,-74.64052
1566,R5,0.57,,Y,"185 Clover Lane,Princeton,NJ",0.965,range,40.364652,-74.640629
1567,R5,0.46,,Y,"92 Clover Lane,Princeton,NJ",2,Parcel,40.36228179,-74.64230394
1568,R5,0.46,,Y,"100 Clover Lane,Princeton,NJ",2,Parcel,40.36253691,-74.64217145
1569,R5,0.46,,Y,"108 Clover Lane,Princeton,NJ",0.965,range,40.362735,-74.641595
1572,R5,0.5,,Y,"84 Clover Lane,Princeton,NJ",0.965,range,40.362026,-74.641977
1574,R5,0.38,,Y,"16 Clover Lane,Princeton,NJ",0.965,range,40.36086,-74.64004
1575,R5,0.35,,Y,"72 Clover Lane,Princeton,NJ",0.965,range,40.361606,-74.642079
1576,R5,0.41,,Y,"24 Clover Lane,Princeton,NJ",2,Parcel,40.36040795,-74.64037364
1577,R5,0.51,,Y,"32 Clover Lane,Princeton,NJ",0.965,range,40.360566,-74.640841
1578,R5,0.69,,Y,"126 Clover Lane,Princeton,NJ",0.965,range,40.363247,-74.641389
1579,R5,0.35,,Y,"64 Clover Lane,Princeton,NJ",2,Parcel,40.36113751,-74.64213156
1580,R5,0.35,,Y,"56 Clover Lane,Princeton,NJ",0.965,range,40.361101,-74.641595
1581,R5,0.35,,Y,"48 Clover Lane,Princeton,NJ",0.965,range,40.36085,-74.641437
1582,R5,0.37,,Y,"40 Clover Lane,Princeton,NJ",0.965,range,40.360623,-74.641215
1586,R5,0.4,,Y,"51 Clover Lane,Princeton,NJ",0.965,range,40.360944,-74.641496
1587,R5,0.34,,Y,"43 Clover Lane,Princeton,NJ",0.965,range,40.3607,-74.64132
1588,R5,0.53,,Y,"17 Clover Lane,Princeton,NJ",2,Parcel,40.36103401,-74.64067023
1589,R-5,,,Y,"89 Clover Lane,Princeton,NJ",3,StreetSegmentInterpolation,40.36212607,-74.64188879
1591,R5,0.6,,Y,"125 Clover Lane,Princeton,NJ",0.965,range,40.36314,-74.641432
1594,E-2,0.36,,N,"63 College Road,Princeton,NJ",3,StreetSegmentInterpolation,40.34488595,-74.66068677
1595,E-2,0.26,,N,"71 College Road,Princeton,NJ",3,StreetSegmentInterpolation,40.3448445,-74.66084352
1596,E-2,0.43,,N,"53 College Road,Princeton,NJ",3,StreetSegmentInterpolation,40.34493756,-74.66049141
1597,R-3,0.19,,Y,"16 College Road,Princeton,NJ",0.965,range,40.342168,-74.664817
1601,R-4,1.68,,Y,"1 College Road,Princeton,NJ",3,StreetSegmentInterpolation,40.34433117,-74.66210567
1610,E-2,1.01,,N,"87 College Road West,Princeton,NJ",0.965,range,40.341797,-74.666107
1611,E-4,0.41,,N,"26 College Road West,Princeton,NJ",2,Parcel,40.34332381,-74.66311051
1612,E-4,6.95,,N,"88 College Road West,Princeton,NJ",3,StreetSegmentInterpolation,40.34172921,-74.66604985
1613,E-4,4.15,,N,"88 College Road West,Princeton,NJ",3,StreetSegmentInterpolation,40.34172921,-74.66604985
1614,E-4,0.88,,N,"26 College Road West,Princeton,NJ",2,Parcel,40.34332381,-74.66311051
1616,R-3,0.3,,Y,"18 College Road West,Princeton,NJ",0.965,range,40.342159,-74.664844
1617,R-3,0.33,,Y,"20 College Road West,Princeton,NJ",0.965,range,40.34215,-74.664871
1619,CLU,0.88,Pondview,N,"14 Coniston Court,Princeton,NJ",0.965,range,40.35885,-74.690276
1620,CLU,0.71,Pondview,N,"19 Coniston Court,Princeton,NJ",0.965,range,40.358982,-74.690181
1621,CLU,0.73,Pondview,N,"23 Coniston Court,Princeton,NJ",2,Parcel,40.35886033,-74.68841631
1622,CLU,1.01,Pondview,N,"26 Coniston Court,Princeton,NJ",0.965,range,40.359131,-74.689959
1624,CLU,1.89,Pondview,N,"22 Coniston Court,Princeton,NJ",0.965,range,40.359037,-74.69014
1625,CLU,0.96,Pondview,N,"11 Coniston Court,Princeton,NJ",0.965,range,40.358798,-74.690313
1628,R2,1.51,,Y,"145 Constitution Drive,Princeton,NJ",2,Parcel,40.34262746,-74.67546737
1629,R2,1.25,,Y,"189 Constitution Drive,Princeton,NJ",0.965,range,40.341112,-74.675839
1630,CLU,,,N,"167 Constitution Drive,Princeton,NJ",3,StreetSegmentInterpolation,40.34143329,-74.67573509
1631,R2,1.51,,Y,"194 Constitution Drive,Princeton,NJ",2,Parcel,40.34094604,-74.67524494
1632,R2,1.61,,Y,"226 Constitution Drive,Princeton,NJ",0.965,range,40.340926,-74.676105
1633,R2,1.57,,Y,"210 Constitution Drive,Princeton,NJ",2,Parcel,40.34048471,-74.67577156
1635,CLU,0.78,Condo's,N,"13 Constitution Hill East,Princeton,NJ",2,Parcel,40.34364377,-74.67471053
1636,CLU,0.78,Condo's,N,"02 Constitution Hill East,Princeton,NJ",2,Parcel,40.34367776,-74.67695589
1637,CLU,0.78,Condo's,N,"01 Constitution Hill East,Princeton,NJ",2,Parcel,40.34376769,-74.67692809
1638,CLU,0.78,Condo's,N,"03 Constitution Hill East,Princeton,NJ",2,Parcel,40.34381479,-74.67672775
1639,CLU,0.78,Condo's,N,"04 Constitution Hill East,Princeton,NJ",2,Parcel,40.34393366,-74.67673844
1640,CLU,0.78,Condo's,N,"05 Constitution Hill East,Princeton,NJ",2,Parcel,40.34398217,-74.6766319
1641,CLU,0.78,Condo's,N,"06 Constitution Hill East,Princeton,NJ",2,Parcel,40.34407901,-74.67676829
1642,CLU,0.78,Condo's,N,"07 Constitution Hill East,Princeton,NJ",2,Parcel,40.34412809,-74.67624297
1643,CLU,0.78,Condo's,N,"08 Constitution Hill East,Princeton,NJ",2,Parcel,40.34406889,-74.67598037
1644,CLU,0.78,Condo's,N,"10 Constitution Hill East,Princeton,NJ",2,Parcel,40.34357116,-74.6754055
1645,CLU,0.78,Condo's,N,"12 Constitution Hill East,Princeton,NJ",2,Parcel,40.34330549,-74.67465895
1646,CLU,0.78,Condo's,N,"14 Constitution Hill East,Princeton,NJ",2,Parcel,40.34393802,-74.6749715
1647,CLU,0.78,Condo's,N,"15 Constitution Hill East,Princeton,NJ",2,Parcel,40.34442023,-74.67655264
1648,CLU,0.78,Condo's,N,"16 Constitution Hill East,Princeton,NJ",2,Parcel,40.3445485,-74.67646246
1649,CLU,0.78,Condo's,N,"11 Constitution Hill East,Princeton,NJ",2,Parcel,40.34331503,-74.67515762
1650,CLU,0.78,Condo's,N,"56 Constitution Hill West,Princeton,NJ",2,Parcel,40.34521519,-74.67798658
1651,CLU,0.78,Condo's,N,"31 Constitution Hill West,Princeton,NJ",2,Parcel,40.34411312,-74.67934677
1652,CLU,0.78,Condo's,N,"33 Constitution Hill West,Princeton,NJ",2,Parcel,40.34427262,-74.67863763
1653,CLU,0.78,Condo's,N,"60 Constitution Hill West,Princeton,NJ",2,Parcel,40.34668489,-74.67908519
1654,CLU,0.78,Condo's,N,"35 Constitution Hill West,Princeton,NJ",2,Parcel,40.34439926,-74.67812791
